ClockControlAndStatusRegister,CSR,ResetOccurredFlag,,BORRSTF,25,1,r
ClockControlAndStatusRegister,CSR,ResetOccurredFlag,,PINRSTF,26,1,r
ClockControlAndStatusRegister,CSR,ResetOccurredFlag,,PORRSTF,27,1,r
ClockControlAndStatusRegister,CSR,ResetOccurredFlag,,SFTRSTF,28,1,r
ClockControlAndStatusRegister,CSR,ResetOccurredFlag,,IWDGRSTF,29,1,r
ClockControlAndStatusRegister,CSR,ResetOccurredFlag,,WWDGRSTF,30,1,r
ClockControlAndStatusRegister,CSR,ResetOccurredFlag,,LPWRRSTF,31,1,r
Reserved,,,,,,,
Reserved,,,,,,,
SpreadSpectrumClockGenerationRegister,SSCGR,,Modulation period,MODPER,0,13,rw
SpreadSpectrumClockGenerationRegister,SSCGR,,Incrementation step,INCSTEP,13,15,rw
SpreadSpectrumClockGenerationRegister,SSCGR,,,Reserved,28,2,
SpreadSpectrumClockGenerationRegister,SSCGR,SpreadSelect,Spread Select,SPREADSEL,30,1,rw
SpreadSpectrumClockGenerationRegister,SSCGR,EnableFlag,Spread spectrum modulation enable,SSCGEN,31,1,rw
PLLI2SConfigurationRegister,PLLI2SCFGR,,,Reserved,0,6,
PLLI2SConfigurationRegister,PLLI2SCFGR,,PLLI2S multiplication factor for VCO,PLLI2SN,6,9,rw
PLLI2SConfigurationRegister,PLLI2SCFGR,,,Reserved,15,13,
PLLI2SConfigurationRegister,PLLI2SCFGR,,PLLI2S division factor for I2S clocks,PLLI2SR,28,3,rw
